Average degree;Bipartite;Claw-free;Clique number;Connected;Density;Diameter;Edge connectivity;Eulerian;Matching number;Maximum degree;Minimum degree;Number of components;Number of edges;Number of triangles;Number of vertices ;Planar ;Radius;Regular;Vertex connectivity;Largest L-eigenvalue ;AS Second largest Eigenvalue;AS Smallest Eigenvalue;Laplacian spectrum;Chromatic Number;Girth;Domination number;Independence number;Chromatic Index
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.453;2.686;-2.453;0.314;3;5;9;12;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;4;1;3;5.802;2.801;-2.802;0.199;3;4;8;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.772;2.791;-2.772;0.209;3;4;9;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.510;2.650;-2.51;0.35;3;5;9;12;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.490;2.626;-2.49;0.374;3;5;9;12;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.804;2.802;-2.804;0.198;3;4;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.516;2.592;-2.516;0.408;3;5;9;12;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.452;2.631;-2.452;0.369;3;5;9;12;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;4;1;3;5.793;2.786;-2.793;0.214;3;4;8;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.794;2.788;-2.794;0.212;3;4;9;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.779;2.631;-2.779;0.369;3;4;9;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.809;2.788;-2.809;0.212;3;4;9;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.575;2.675;-2.575;0.325;3;5;9;12;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.795;2.805;-2.795;0.195;3;4;9;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.823;2.751;-2.823;0.249;3;4;8;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;4;1;3;5.536;2.715;-2.536;0.285;3;5;9;12;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.788;2.802;-2.788;0.198;3;4;9;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.843;2.718;-2.843;0.282;3;4;9;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.442;2.620;-2.442;0.38;3;5;9;12;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.823;2.792;-2.823;0.208;3;4;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.525;2.613;-2.525;0.387;3;5;9;12;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.841;2.757;-2.841;0.243;3;4;9;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;6;1;3;5.843;2.790;-2.843;0.21;3;4;9;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.804;2.790;-2.804;0.21;3;4;8;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.781;2.802;-2.781;0.198;3;4;9;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;4;1;3;5.801;2.801;-2.801;0.199;3;4;8;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.838;2.788;-2.838;0.212;3;4;8;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.809;2.788;-2.809;0.212;3;4;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.630;2.682;-2.63;0.318;3;4;9;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;4;1;3;5.808;2.786;-2.808;0.214;3;4;8;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;4;1;3;5.806;2.786;-2.806;0.214;3;4;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.761;2.709;-2.761;0.291;3;4;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.826;2.777;-2.826;0.223;3;4;8;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.795;2.772;-2.795;0.228;3;4;9;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.809;2.751;-2.809;0.249;3;4;9;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;6;1;3;5.804;2.804;-2.804;0.193;3;4;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.826;2.777;-2.826;0.223;3;4;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;5;1;3;5.707;2.600;-2.707;0.4;3;4;8;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.804;2.792;-2.804;0.208;3;4;9;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.536;2.684;-2.536;0.316;3;5;8;12;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.564;2.671;-2.564;0.329;3;5;9;12;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.804;2.762;-2.804;0.238;3;4;9;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.524;2.679;-2.524;0.321;3;5;9;12;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.618;2.655;-2.618;0.345;3;4;9;12;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.489;2.691;-2.489;0.309;3;5;9;12;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.814;2.792;-2.814;0.208;3;4;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.781;2.758;-2.781;0.242;3;4;9;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.519;2.707;-2.519;0.293;3;5;9;12;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.840;2.791;-2.84;0.209;3;4;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.831;2.783;-2.831;0.217;3;4;8;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.809;2.792;-2.809;0.208;3;4;8;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;4;1;3;5.779;2.805;-2.779;0.195;3;4;9;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.668;2.615;-2.668;0.385;3;5;9;12;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.835;2.783;-2.835;0.217;3;4;8;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.836;2.786;-2.836;0.214;3;4;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.578;2.632;-2.578;0.368;3;5;9;12;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.681;2.723;-2.681;0.277;3;4;8;12;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;4;1;3;5.645;2.706;-2.645;0.294;3;5;9;12;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.795;2.636;-2.795;0.364;3;4;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.631;2.648;-2.631;0.352;3;4;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.712;2.705;-2.712;0.295;3;4;9;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.712;2.699;-2.712;0.301;3;4;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.704;2.676;-2.704;0.324;3;4;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.526;2.688;-2.526;0.312;3;5;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.717;2.674;-2.717;0.326;3;4;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.682;2.636;-2.682;0.364;3;4;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.718;2.674;-2.718;0.326;3;4;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.633;2.671;-2.633;0.329;3;4;9;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.629;2.680;-2.629;0.32;3;4;8;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.682;2.740;-2.682;0.26;3;4;9;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.755;2.722;-2.755;0.278;3;4;9;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.622;2.730;-2.622;0.27;3;4;9;12;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.654;2.705;-2.654;0.295;3;4;9;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.522;2.544;-2.522;0.456;3;5;9;13;3
3;0;0;2;1;0.10345;8;2;0;15;3;3;1;45;0;30;0;6;1;3;5.521;2.819;-2.521;0.181;3;3;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.559;2.599;-2.559;0.401;3;5;9;12;3
3;0;0;2;1;0.10345;9;2;0;15;3;3;1;45;0;30;0;7;1;3;5.521;2.880;-2.521;0.12;3;3;8;13;3
3;0;0;2;1;0.10345;9;2;0;15;3;3;1;45;0;30;0;5;1;3;5.414;2.909;-2.414;0.091;3;3;8;12;3
3;0;0;2;1;0.10345;8;2;0;15;3;3;1;45;0;30;0;5;1;3;5.855;2.906;-2.855;0.094;3;3;8;13;3
3;0;0;2;1;0.10345;9;2;0;15;3;3;1;45;0;30;0;5;1;3;5.519;2.906;-2.519;0.094;3;3;8;13;3
3;0;0;2;1;0.10345;8;2;0;15;3;3;1;45;0;30;0;5;1;3;5.384;2.906;-2.384;0.094;3;3;8;12;3
3;0;0;2;1;0.10345;8;2;0;15;3;3;1;45;0;30;0;4;1;3;5.492;2.897;-2.492;0.103;3;3;8;13;3
3;0;0;2;1;0.10345;8;2;0;15;3;3;1;45;0;30;0;5;1;3;5.460;2.902;-2.46;0.098;3;3;8;12;3
3;0;0;2;1;0.10345;9;2;0;15;3;3;1;45;0;30;0;5;1;3;5.481;2.920;-2.481;0.08;3;3;8;12;3
3;0;0;2;1;0.10345;8;2;0;15;3;3;1;45;0;30;0;5;1;3;5.386;2.906;-2.386;0.094;3;3;8;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.628;2.266;-2.628;0.734;3;7;9;13;3
3;0;0;2;1;0.10345;9;2;0;15;3;3;1;45;0;30;0;7;1;3;5.535;2.909;-2.535;0.091;3;3;8;13;3
3;0;0;2;1;0.10345;8;2;0;15;3;3;1;45;0;30;0;5;1;3;5.514;2.833;-2.514;0.167;3;3;8;13;3
3;0;0;2;1;0.10345;9;2;0;15;3;3;1;45;0;30;0;6;1;3;5.369;2.834;-2.369;0.166;3;3;8;12;3
3;0;0;2;1;0.10345;8;2;0;15;3;3;1;45;0;30;0;6;1;3;5.854;2.814;-2.854;0.186;3;3;8;13;3
3;0;0;2;1;0.10345;8;2;0;15;3;3;1;45;0;30;0;6;1;3;5.380;2.814;-2.38;0.186;3;3;8;12;3
3;0;0;2;1;0.10345;9;2;0;15;3;3;1;45;0;30;0;6;1;3;5.510;2.816;-2.51;0.184;3;3;8;13;3
3;0;0;2;1;0.10345;8;2;0;15;3;3;1;45;0;30;0;6;1;3;5.361;2.793;-2.361;0.207;3;3;8;12;3
3;0;0;2;1;0.10345;10;2;0;15;3;3;1;45;0;30;0;7;1;3;5.373;2.912;-2.373;0.088;3;3;8;12;3
3;0;0;2;1;0.10345;7;2;0;15;3;3;1;45;0;30;0;4;1;3;5.521;2.884;-2.521;0.116;3;3;8;12;3
3;0;0;2;1;0.10345;9;2;0;15;3;3;1;45;0;30;0;7;1;3;5.414;2.891;-2.414;0.109;3;3;8;12;3
3;0;0;2;1;0.10345;9;2;0;15;3;3;1;45;0;30;0;6;1;3;5.367;2.920;-2.367;0.08;3;3;8;12;3
3;0;0;2;1;0.10345;9;2;0;15;3;3;1;45;0;30;0;7;1;3;5.380;2.909;-2.38;0.091;3;3;8;12;3
3;0;0;2;1;0.10345;8;2;0;15;3;3;1;45;0;30;0;8;1;3;5.856;2.899;-2.856;0.101;3;3;8;13;3
3;0;0;2;1;0.10345;8;2;0;15;3;3;1;45;0;30;0;8;1;3;5.848;2.906;-2.848;0.094;3;3;8;13;3
3;0;0;2;1;0.10345;8;2;0;15;3;3;1;45;0;30;0;8;1;3;5.374;2.906;-2.374;0.094;3;3;8;12;3
3;0;0;2;1;0.10345;8;2;0;15;3;3;1;45;0;30;0;8;1;3;5.386;2.906;-2.386;0.094;3;3;8;12;3
3;0;0;2;1;0.10345;9;2;0;15;3;3;1;45;0;30;0;8;1;3;5.519;2.906;-2.519;0.094;3;3;8;13;3
3;0;0;2;1;0.10345;8;2;0;15;3;3;1;45;0;30;0;8;1;3;5.380;2.902;-2.38;0.098;3;3;8;12;3
3;0;0;2;1;0.10345;9;2;0;15;3;3;1;45;0;30;0;8;1;3;5.510;2.897;-2.51;0.103;3;3;8;13;3
3;0;0;2;1;0.10345;7;2;0;15;3;3;1;45;0;30;0;7;1;3;5.433;2.851;-2.433;0.149;3;3;8;12;3
3;0;0;2;1;0.10345;9;2;0;15;3;3;1;45;0;30;0;5;1;3;5.535;2.909;-2.535;0.091;3;3;8;13;3
3;0;0;2;1;0.10345;9;2;0;15;3;3;1;45;0;30;0;5;1;3;5.514;2.912;-2.514;0.088;3;3;8;13;3
3;0;0;2;1;0.10345;10;2;0;15;3;3;1;45;0;30;0;5;1;3;5.414;2.912;-2.414;0.088;3;3;8;12;3
3;0;0;2;1;0.10345;8;3;0;15;3;3;1;45;0;30;0;8;1;3;6;2.827;-3;0.173;3;4;8;15;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;6;1;3;6;2.604;-3;0.396;3;6;8;15;3
3;0;0;2;1;0.10345;8;3;0;15;3;3;1;45;0;30;0;8;1;3;5.956;2.827;-2.956;0.173;3;4;8;14;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;5;1;3;5.618;2.303;-2.618;0.697;3;5;9;12;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.646;2.646;-2.646;0.354;3;5;9;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;5;1;3;6;2.288;-3;0.712;3;6;8;15;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;5;1;3;5.618;2.236;-2.618;0.764;3;7;9;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;5;1;3;6;2.497;-3;0.503;3;6;8;15;3
